minute,period,shot_open_goal,shot_statsbomb_xg,fk_duration,pass_angle,pass_length,pass_switch,shot_x,shot_y,fk_x,fk_y,distance_to_goal,shooter_position_Center Attacking Midfield,shooter_position_Center Back,shooter_position_Center Defensive Midfield,shooter_position_Center Forward,shooter_position_Center Midfield,shooter_position_Goalkeeper,shooter_position_Left Attacking Midfield,shooter_position_Left Back,shooter_position_Left Center Back,shooter_position_Left Center Forward,shooter_position_Left Center Midfield,shooter_position_Left Defensive Midfield,shooter_position_Left Midfield,shooter_position_Left Wing,shooter_position_Left Wing Back,shooter_position_Right Attacking Midfield,shooter_position_Right Back,shooter_position_Right Center Back,shooter_position_Right Center Forward,shooter_position_Right Center Midfield,shooter_position_Right Defensive Midfield,shooter_position_Right Midfield,shooter_position_Right Wing,shooter_position_Right Wing Back,shot_body_part_Head,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Backheel,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,pass_height_Ground Pass,pass_height_High Pass,pass_height_Low Pass,fk_taker_position_Center Attacking Midfield,fk_taker_position_Center Back,fk_taker_position_Center Defensive Midfield,fk_taker_position_Center Forward,fk_taker_position_Center Midfield,fk_taker_position_Goalkeeper,fk_taker_position_Left Attacking Midfield,fk_taker_position_Left Back,fk_taker_position_Left Center Back,fk_taker_position_Left Center Forward,fk_taker_position_Left Center Midfield,fk_taker_position_Left Defensive Midfield,fk_taker_position_Left Midfield,fk_taker_position_Left Wing,fk_taker_position_Left Wing Back,fk_taker_position_Right Attacking Midfield,fk_taker_position_Right Back,fk_taker_position_Right Center Back,fk_taker_position_Right Center Forward,fk_taker_position_Right Center Midfield,fk_taker_position_Right Defensive Midfield,fk_taker_position_Right Midfield,fk_taker_position_Right Wing,fk_taker_position_Right Wing Back,distance_player_1,distance_player_2,distance_player_3,distance_player_4,distance_player_5,distance_player_6,distance_player_7,distance_player_8,distance_player_9,distance_player_10,angle_player_1,angle_player_2,angle_player_3,angle_player_4,angle_player_5,angle_player_6,angle_player_7,angle_player_8,angle_player_9,angle_player_10,teammates_player_1,teammates_player_2,teammates_player_3,teammates_player_4,teammates_player_5,teammates_player_6,teammates_player_7,teammates_player_8,teammates_player_9,teammates_player_10,pred_base_xg,pred_improved_xg,pctge_improvement
37,1,1,0.047790155,1.418802,1.0623468,35.947323,1,109.3,36.4,91.8,5.0,11.289375536317324,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8062257748298522,2.7459060435491995,2.765863337187869,2.799999999999997,2.8017851452243767,4.527692569068712,4.775981574503824,5.246903848937966,5.941380311005178,6.053924347066132,168.52957556614533,141.70678274312863,173.93336692639497,161.40455921724336,69.35915072835625,114.6146486089974,128.16856661316692,116.26224504457085,78.17073403979646,139.39688675889352,0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.0478027276694774,0.0480033829808235,0.4199999868869781
48,1,1,0.058214318,1.03145,-2.2301989,21.382704,1,101.5,44.6,114.6,61.5,19.063315556324405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.9040799340956935,11.727318534089544,11.886967653695368,13.68539367354845,13.984276885130678,14.024621207005916,14.418391033676402,14.70272083663429,14.972307771349085,15.098675438593943,177.37600955654744,169.94822369905384,146.91793962458755,167.96000226896334,177.3425911995826,178.3882110365552,176.0216120911685,133.53557134616395,178.0705171331375,152.99161177995995,0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.0596970133483409,0.0659235045313835,10.43000030517578
74,2,1,0.0149242785,2.715643,0.8919939,53.833538,1,104.3,55.1,70.5,13.2,21.78302091079197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7615773105863858,1.1401754250991385,1.5297058540778348,4.204759208325731,7.653757247260985,10.577334257741883,11.98081800212323,12.532358118087751,12.68108828137396,12.92942380773405,69.3146009050554,96.00900595749438,122.57405713457264,131.15767861468643,151.37198698474126,149.23412610101713,81.4234234824244,138.00217931258155,115.02040205296863,146.84539145958476,0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0154735753312706,0.0276960954070091,247.77999877929688
51,2,1,0.057205044,1.154653,0.9846646,29.648777,1,106.2,36.9,89.8,12.2,14.143903280212289,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.147091055358388,2.3345235059857488,2.8160255680657467,2.973213749463703,4.522167621838007,4.939635614091388,5.178802950489617,6.555150646628952,7.465252842335621,7.725283166331188,130.41916352131878,67.47357013665673,150.83501569798634,144.93431192635245,120.6949084873885,134.42010300507147,87.3473568811825,124.13741389979906,141.68002339549528,8.589882586874495,1,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0.0154735753312706,0.0562390387058258,129.52999877929688
49,2,1,0.08595843,1.555444,1.6897292,32.026237,1,112.1,41.4,115.9,9.6,8.02309167341369,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,1.7888543819998382,3.50570962859162,3.5468295701936388,3.8078865529319534,4.373785545725805,4.743416490252559,4.827007354458858,6.768308503607095,7.766595135579043,169.95065141187513,126.61439976520316,96.77886066494148,11.452085735923108,129.98086042863275,89.51016485949667,44.74450211935884,3.1232048352022144,177.24508252283815,111.9380066277529,0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.05297626927495,0.0866358801722526,65.13999938964844
49,2,1,0.12057706,1.961682,0.8700083,35.979023,1,115.4,47.4,92.2,19.9,8.713208364316783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6076809620810613,3.981205847478879,4.410215414239989,5.800862004909268,5.981638571495261,7.502666192761077,7.762087348130012,7.920227269466456,8.640601830891184,8.709190547921198,143.73531695140073,122.85630007084336,115.16461840293412,147.14626190675645,173.65495226804242,146.6064968641834,133.2026051282588,110.83007402841284,34.23886089132599,145.50158743740982,0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.085725262761116,0.1313960999250412,38.36000061035156
73,2,1,0.046031747,1.858361,1.9364376,37.47746,1,97.5,43.5,110.9,8.5,22.7705950734714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.475208828467334,12.07849328351844,12.675172582651488,12.879829191413991,13.793114224133722,13.845215780189202,14.446106741956465,15.11621645783097,16.140012391568973,16.4283291907607,168.15773429224484,174.460419969101,179.30517880173264,130.18702870190734,108.44071762873348,179.46386164536392,162.98627237138834,168.5039899264017,154.96897918278137,147.08946213793345,0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0.1236207634210586,0.0522387512028217,85.12999725341797
27,1,1,0.032508153,1.080172,-0.6517257,29.180986,1,105.6,43.1,82.4,60.8,14.729901561110315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3999999999999986,1.0630145812734753,1.2083045973594584,2.02237484161567,3.6715119501371647,5.035871324805668,6.013318551349164,7.532595834106591,8.209750300709517,9.575489543621256,77.85090839255867,150.963166441732,126.59304638785784,110.6798572173898,72.79133806465015,95.30631819481049,105.96316644173176,96.81693272578188,68.07189632731065,109.348325245809,0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0.046072743833065,0.035713542252779,240.0200042724609
89,2,1,0.21981987,2.212229,-0.8869,46.05757,1,115.7,34.7,86.6,70.4,6.824954212300618,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.36014705087355,2.163330765278398,2.7018512172212565,3.330165161069345,3.929376540877697,4.579301256742126,5.646237685397239,7.922752047110908,8.184130986244048,9.202173656261872,21.95040797697395,72.74320447200628,179.93785709647045,99.5990858342798,65.69042589044425,109.33936080772452,118.01476261638368,55.29010300566285,105.89748974192509,98.5894083480382,0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0335031151771545,0.22469262778759,32.68000030517578
69,2,1,0.23913546,1.728224,1.616539,28.429737,1,116.8,37.3,118.1,8.9,4.186884283091668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6324555320336713,1.4999999999999971,2.109502310972893,2.549509756796392,3.138470965295049,3.1575306807693835,3.3241540277189325,3.712142238654113,4.162931659299734,6.053098380168619,68.27894919800309,93.28610197907564,44.40366834407508,118.84606715089912,162.3234347721838,51.1100622683177,114.44736179590372,45.20853694817807,106.05376512375818,57.438643743672095,0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0.2196791023015976,0.2440661340951919,44.91999816894531
15,1,1,0.110566854,2.16313,0.9304399,44.52022,1,113.9,45.0,87.2,9.3,7.887331614684394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2727922061357886,1.920937271229848,2.549509756796392,2.9154759474226504,4.022437072223761,5.798275605729684,8.280700453464075,9.534149149242422,9.546203433826465,10.406248123122957,5.6594818401621945,168.00032641392738,118.03058568581734,70.30427469191108,74.2158465044396,172.97909834834272,81.8934695175139,116.61616247441512,83.91611274047604,81.61420716593128,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0.2422164529561996,0.1308877170085907,8176.16015625
34,1,1,0.101909965,1.184331,-0.6814485,27.940115,1,110.3,43.8,88.6,61.4,10.417773274553449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2041594578792318,3.2249030993194148,3.982461550347971,4.7265209192385855,6.041522986797277,6.152235366108804,6.780117993073561,7.253275122315434,7.286288492778747,7.340980860893185,63.84346795729268,51.1377716489236,72.50839391826679,105.32043394477373,33.818833217408915,103.92133117538908,58.60081227376298,96.20705308978016,68.06122780027471,30.80057970331416,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0.1279375851154327,0.108305349946022,13766.099609375
48,2,1,0.03799639,1.365262,1.0342304,35.60337,1,107.6,35.8,89.4,5.2,13.09198227924252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3000000000000045,1.3928388277184225,2.9000000000000057,4.119465984809199,4.716990566028308,6.053098380168624,6.609841147864295,7.558438992278765,8.429116205154614,9.92975326984513,108.71173787509976,140.25075109947858,108.71173787509976,114.28393567906365,129.8364570211723,116.30638124369132,8.251828782170579,90.99594516872288,113.475379565826,89.9118527164472,0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0.1063567325472831,0.0424034185707569,439525.09375
51,2,1,0.025937038,1.974048,-1.475031,40.786884,1,94.7,30.2,87.0,67.2,27.13171575849931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.801785145224377,8.202438661763955,10.239628899525613,10.75639344761988,12.003749414245537,12.701574705523718,13.409325113517076,13.780058055030104,14.506550244630876,14.866068747318495,145.99845454614865,157.42885358351168,163.86848567997902,178.94566775162656,160.25813079497271,174.0036996148691,156.6891237570508,176.28266526432614,95.98812812699065,167.6976870930893,0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,1,0.0407353974878788,0.0333193391561508,1261404288.0
54,2,1,0.022162419,1.039342,-1.6525807,6.1204576,1,93.9,50.1,93.4,58.0,27.986067962470177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.609772228646443,6.484597134749387,7.060453243241538,12.97574660665042,13.31953452640144,15.31698403733581,15.352198539622908,15.487091398968362,15.520631430454111,16.2012345208629,135.4961909037634,132.27984785585105,174.45588756660877,145.02284439719736,98.57963546732653,169.2290198253214,115.69250929892362,179.5597905181035,175.58065619497083,172.3752946626737,0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,1,0.0259808581322431,0.0259546246379613,97536288.0
21,1,1,0.05730636,1.847372,1.7194247,37.81693,1,110.3,43.7,115.9,6.3,10.38171469459646,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0049875621120892,2.66833281282526,2.6925824035672608,3.275667870831839,3.5846896657869847,3.920459156782536,4.386342439892264,6.68505796534331,7.940403012442131,8.854942122905157,164.83157625694233,56.12636632752616,174.18947127893483,37.85725142506508,87.89030007847695,148.62582226783215,67.72662714655205,42.8395809006539,147.171646609037,137.733438221076,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.0221576672047376,0.0565845929086208,64596.328125
33,1,1,0.023191312,1.507253,0.9792948,39.63357,1,105.6,37.7,83.5,4.8,14.582523787054152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4212670403551997,1.4560219778561,1.655294535724683,2.408318915758458,4.295346318982903,4.410215414239988,4.531004303683681,4.919349550499528,6.113100686231173,6.293647591023826,131.63583511649102,83.12936212008611,164.0578645429088,103.83839971173492,111.16951509802088,95.17426427862682,148.88901503884586,35.63980919808667,96.09815732451666,63.353983200668985,0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0,0.0559918321669101,0.048709113150835,3205726.0
30,1,1,0.02334218,1.234823,1.3673033,6.432729,1,90.2,48.8,82.8,49.4,31.072174046886385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.701063709417267,7.343023900274329,8.955445270895241,10.400961494015828,11.423659658795865,12.044085685513869,13.565028566132831,14.354441821262157,15.19210321186636,15.705094714773288,162.32914808121484,45.809730226445,167.02452028046403,139.6836877516332,129.65056719730197,134.2161837380987,172.53237376357632,151.73421961992466,142.7271304630354,161.04152839280204,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0.0225306637585163,0.0245272349566221,1780396416.0
84,2,1,0.062444646,1.466417,-1.2046506,34.91432,1,110.1,38.5,97.6,71.1,10.012991560967189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0198039027185577,1.077032961426903,2.102379604162865,2.594224354214568,2.70739727413618,2.729468812791227,2.96141857899217,3.80131556174964,4.401136216933076,4.687216658103188,109.92558065818449,103.18576130218798,95.889337190258,108.9371633925538,85.6207466148948,37.05857680852748,110.30501735960344,97.10821242538924,82.68630448841488,109.68585076210351,0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0.0217106826603412,0.0710438340902328,27962.01953125
93,2,1,0.18715149,1.283313,1.1934478,35.28229,1,113.4,40.4,100.4,7.6,6.61211010192661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8944271909999255,1.170469991071961,1.6031219541881407,2.531797780234432,2.81602556806575,4.019950248448355,4.341658669218487,4.617358552246087,4.90917508345343,4.965883607174056,23.09682191816045,113.4513357808167,90.10810511608,102.55850617973928,80.41626717479724,99.17882239641666,71.85537760363275,8.437969987027383,83.02823909629828,28.48512273701717,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0.0631431564688682,0.1548952758312225,72.33999633789062
36,1,1,0.08324678,1.801091,1.0864382,38.871197,1,110.8,40.3,92.7,5.9,9.20489000477464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8062257748298602,1.6278820596099637,1.94164878389476,2.0615528128088303,2.5709920264364903,3.312099032335835,3.4058772731852787,4.356604182158398,4.751841748206685,5.277309920783509,95.2573375094682,49.35723176143337,103.75633687906232,102.16856462849232,101.62805444136184,62.98109707252353,95.234139502864,97.37843390612912,100.33882347244902,97.9516217993238,0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1,0.1527080535888672,0.0855658948421478,32.939998626708984
66,2,1,0.13473874,1.237652,1.0156177,27.888708,1,112.6,36.2,97.9,12.5,8.318653737234172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8681541692269377,1.910497317454271,2.9427877939124376,4.186884283091658,4.272001872658757,4.401136216933076,5.614267539047274,6.18465843842649,6.847627326307995,7.808969202141843,132.70522208223147,33.1901170429716,72.60129594633008,12.97488853944222,100.86725865921676,115.87915841289838,121.26672786545213,131.21735455340365,178.37031734250408,36.76405580900973,0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0.0833344534039497,0.1474194377660751,31.540000915527344
18,1,1,0.10064862,0.921623,-3.1112988,6.6030297,1,107.5,43.9,114.1,44.1,13.094273557551787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.886796226411322,5.728001396647874,6.228964600958977,6.453681120105018,7.051950084905594,7.150524456289898,8.102468759581864,8.132035415564786,8.213403679352428,8.459314393022646,139.33330498532473,178.89227191836176,11.800381625585077,175.20088593191028,179.14990297882227,149.4938107609347,175.50768770916022,123.75722322877462,114.711142088595,169.4610527971975,0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0.1467064321041107,0.092524915933609,11.75
27,1,1,0.029216664,1.96418,0.8741019,32.726288,1,112.2,50.1,91.2,25.0,12.761269529321916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8062257748298531,5.05371150739731,5.2172789842982334,6.711929677819937,8.558621384311845,9.334880824091972,10.554619841567009,10.837435120913067,11.692732785794773,12.587295182047647,172.06678958391535,115.249828048981,154.49336649556113,138.9053200952023,59.03174509473065,173.5461431627718,152.14120892573163,100.68836895040351,155.1696131456914,124.75064950865132,0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0.0911245569586753,0.0494142286479473,118.06999969482422
37,1,1,0.07344142,1.767173,-0.7680388,40.73549,1,106.1,44.9,76.8,73.2,14.738385257551116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.118033988749895,1.389244398944971,2.433105012119285,2.745906043549185,3.199999999999996,6.198386886924694,7.54254598925323,9.196738552334727,9.51892851112981,9.708243919473794,135.9835219191391,79.16203357853216,99.95614853403568,8.9269937297294,109.4184707420611,60.35936062430284,64.49300110374375,66.1808617657216,100.35196800224492,84.43723113584508,0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0.0413656160235405,0.0398498848080635,87.08000183105469
78,2,1,0.039969075,1.554038,0.16579467,25.448969,1,109.6,46.2,84.5,42.0,12.107848694132256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7071067811865496,1.8027756377319977,4.753945729601889,5.64358042380899,6.7446274915669004,6.888396039717815,8.099382692526635,8.860022573334687,9.04709898254684,9.338094023943004,141.06845166970766,168.63858885203933,98.55242231892451,88.9434353208055,46.28008414155523,129.99028205349566,100.57658654496878,169.67891133567232,107.37961090825068,110.9356390330525,0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0.0337419286370277,0.0424789004027843,30.43000030517578
34,1,1,0.032985102,2.782444,0.6604978,48.246967,1,108.3,47.2,70.2,17.6,13.737903770226376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0049875621120898,2.158703314492292,3.1827660925679098,3.22024843762092,3.623534186398688,7.641989269817123,7.707788269017249,7.746612162745726,8.159656855530143,8.499999999999998,64.10309089125121,135.0,102.11946773369446,85.44931680644072,71.00816290972841,78.72859864291036,8.701732587831687,110.44262206870032,50.93068656441069,68.47739989209295,0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0.0394039936363697,0.0502163246273994,112.97000122070312
47,2,1,0.042746406,1.940301,1.1327543,38.428246,1,110.9,49.8,94.6,15.0,13.373481222179954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8544003745317544,8.121576201698781,9.060905032059429,9.617692030835672,10.86876257906115,11.49826073804208,12.293087488503453,12.609916732476858,13.305637902783925,13.515176654413368,116.56505117707722,57.04734190331316,179.4373212371913,56.09372301155786,111.49910045205446,144.61695403639132,115.14658840518946,139.39354612944442,89.68444814985129,105.4302750920619,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0396303609013557,0.0525901727378368,79.16000366210938
49,2,1,0.063481025,1.803283,-0.77339876,35.357883,1,112.3,35.3,87.0,60.0,9.021086409075131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118033988749895,1.5,1.562049935181333,3.360059523282285,4.327817001676476,6.003332407921457,6.100819617067859,7.3824115301167,8.489994110716454,8.668333173107735,175.16559369373675,121.39945748334124,81.59388639107614,95.12939788364396,108.28644235616144,178.58218188550805,120.46026653760576,93.09870171733488,106.38109685219058,7.982961926531888,0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0.0427220463752746,0.0738914161920547,31.950000762939453
85,2,1,0.053948097,1.687486,1.0220158,41.023895,1,108.5,43.6,87.1,8.6,12.050311199301037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.9646882704388555,2.687005768508884,2.6925824035672474,3.634556369077244,5.940538696111656,6.228964600958978,8.271033792700887,12.398790263570076,15.33883959105121,16.398170629676954,147.8740482823014,27.617611118772,32.4508770407202,25.289551584186366,108.71589508588008,64.98495108372771,177.32591501845465,65.9791059588564,4.835205388290274,3.705293567021092,0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0.0672410055994987,0.0870772004127502,25.690000534057617
75,2,1,0.07716651,1.991037,-0.3952433,34.02308,1,113.5,28.5,82.1,41.6,13.209844813622906,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.325940669922603,4.410215414239991,7.083784299369935,7.666159403508376,9.84784240328814,9.9569071503153,12.033702672078949,12.490796611905903,15.14760707174569,15.212166183683374,125.06076593488264,93.49351490021635,102.09048063430376,91.10333786924328,93.08454897790772,175.9454193361126,146.23495766793522,136.15410948157498,115.47011593917156,91.81083918980174,0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0.0844206735491752,0.067168153822422,78.68000030517578
19,1,1,0.040476196,1.755942,-0.79898953,36.41936,1,108.4,44.7,83.0,70.8,12.51598977308626,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7804493814764866,2.325940669922603,3.138470965295034,3.944616584663209,4.244997055358224,5.48178802946631,5.656854249492381,8.18413098624406,8.348652585896724,9.638464608017191,150.2136601144082,137.51977858891098,171.4057655699864,142.52197844649922,24.852718905956884,60.38977363613796,157.05643352703936,48.934573279138,118.24504949028092,142.6123978025471,0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0.0622311644256114,0.0532254874706268,156.0399932861328
