minute,period,shot_open_goal,shot_statsbomb_xg,fk_duration,pass_angle,pass_length,pass_switch,shot_x,shot_y,fk_x,fk_y,shooter_position_Center Attacking Midfield,shooter_position_Center Back,shooter_position_Center Defensive Midfield,shooter_position_Center Forward,shooter_position_Center Midfield,shooter_position_Goalkeeper,shooter_position_Left Attacking Midfield,shooter_position_Left Back,shooter_position_Left Center Back,shooter_position_Left Center Forward,shooter_position_Left Center Midfield,shooter_position_Left Defensive Midfield,shooter_position_Left Midfield,shooter_position_Left Wing,shooter_position_Left Wing Back,shooter_position_Right Attacking Midfield,shooter_position_Right Back,shooter_position_Right Center Back,shooter_position_Right Center Forward,shooter_position_Right Center Midfield,shooter_position_Right Defensive Midfield,shooter_position_Right Midfield,shooter_position_Right Wing,shooter_position_Right Wing Back,shot_body_part_Head,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Backheel,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,pass_height_Ground Pass,pass_height_High Pass,pass_height_Low Pass,fk_taker_position_Center Attacking Midfield,fk_taker_position_Center Back,fk_taker_position_Center Defensive Midfield,fk_taker_position_Center Forward,fk_taker_position_Center Midfield,fk_taker_position_Goalkeeper,fk_taker_position_Left Attacking Midfield,fk_taker_position_Left Back,fk_taker_position_Left Center Back,fk_taker_position_Left Center Forward,fk_taker_position_Left Center Midfield,fk_taker_position_Left Defensive Midfield,fk_taker_position_Left Midfield,fk_taker_position_Left Wing,fk_taker_position_Left Wing Back,fk_taker_position_Right Attacking Midfield,fk_taker_position_Right Back,fk_taker_position_Right Center Back,fk_taker_position_Right Center Forward,fk_taker_position_Right Center Midfield,fk_taker_position_Right Defensive Midfield,fk_taker_position_Right Midfield,fk_taker_position_Right Wing,fk_taker_position_Right Wing Back,distance_to_goal,distance_player_1,distance_player_2,distance_player_3,distance_player_4,angle_player_1,angle_player_2,angle_player_3,angle_player_4,teammates_player_1,teammates_player_2,teammates_player_3,teammates_player_4
37,1,1,0.047790155,1.418802,1.0623468,35.947323,1,109.3,36.4,91.8,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.289375536317324,0.8062257748298522,2.7459060435491995,2.765863337187869,2.799999999999997,168.52957556614533,141.70678274312863,173.93336692639497,161.40455921724336,0,0,0,1
48,1,1,0.058214318,1.03145,-2.2301989,21.382704,1,101.5,44.6,114.6,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.063315556324405,4.9040799340956935,11.727318534089543,11.886967653695368,13.68539367354845,177.37600955654744,169.94822369905384,146.91793962458755,167.96000226896334,0,1,1,0
74,2,1,0.0149242785,2.715643,0.8919939,53.833538,1,104.3,55.1,70.5,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.78302091079197,0.7615773105863858,1.1401754250991385,1.5297058540778348,4.204759208325731,69.3146009050554,96.00900595749438,122.57405713457263,131.15767861468643,0,1,0,1
51,2,1,0.057205044,1.154653,0.9846646,29.648777,1,106.2,36.9,89.8,12.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.143903280212289,2.1470910553583873,2.3345235059857488,2.8160255680657467,2.973213749463703,130.41916352131878,67.47357013665673,150.83501569798634,144.93431192635245,1,0,1,0
49,2,1,0.08595843,1.555444,1.6897292,32.026237,1,112.1,41.4,115.9,9.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.02309167341369,0.5,1.7888543819998382,3.50570962859162,3.5468295701936388,169.95065141187513,126.61439976520316,96.77886066494148,11.452085735923108,0,0,0,0
49,2,1,0.12057706,1.961682,0.8700083,35.979023,1,115.4,47.4,92.2,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.713208364316783,2.6076809620810613,3.981205847478879,4.410215414239989,5.800862004909268,143.73531695140073,122.85630007084336,115.16461840293412,147.14626190675645,0,1,0,0
73,2,1,0.046031747,1.858361,1.9364376,37.47746,1,97.5,43.5,110.9,8.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7705950734714,10.475208828467334,12.07849328351844,12.675172582651488,12.879829191413993,168.15773429224484,174.460419969101,179.30517880173264,130.18702870190734,0,0,0,0
27,1,1,0.032508153,1.080172,-0.6517257,29.180986,1,105.6,43.1,82.4,60.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.729901561110315,0.3999999999999986,1.0630145812734753,1.2083045973594584,2.02237484161567,77.85090839255867,150.963166441732,126.59304638785785,110.6798572173898,0,1,0,1
89,2,1,0.21981987,2.212229,-0.8869,46.05757,1,115.7,34.7,86.6,70.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.824954212300618,1.36014705087355,2.1633307652783986,2.7018512172212565,3.3301651610693446,21.95040797697395,72.74320447200628,179.93785709647045,99.5990858342798,0,1,0,0
69,2,1,0.23913546,1.728224,1.616539,28.429737,1,116.8,37.3,118.1,8.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.186884283091668,0.6324555320336713,1.4999999999999971,2.109502310972893,2.5495097567963922,68.27894919800309,93.28610197907564,44.40366834407508,118.84606715089913,0,0,0,1
15,1,1,0.110566854,2.16313,0.9304399,44.52022,1,113.9,45.0,87.2,9.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.887331614684394,1.2727922061357886,1.9209372712298476,2.5495097567963922,2.9154759474226504,5.6594818401621945,168.00032641392738,118.03058568581734,70.30427469191108,0,0,0,0
34,1,1,0.101909965,1.184331,-0.6814485,27.940115,1,110.3,43.8,88.6,61.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.417773274553449,1.2041594578792318,3.2249030993194148,3.982461550347971,4.7265209192385855,63.84346795729268,51.1377716489236,72.50839391826679,105.32043394477371,0,1,0,1
48,2,1,0.03799639,1.365262,1.0342304,35.60337,1,107.6,35.8,89.4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.09198227924252,1.3000000000000043,1.3928388277184225,2.9000000000000057,4.119465984809199,108.71173787509977,140.25075109947858,108.71173787509977,114.28393567906365,0,0,1,0
51,2,1,0.025937038,1.974048,-1.475031,40.786884,1,94.7,30.2,87.0,67.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.13171575849931,2.801785145224377,8.202438661763955,10.239628899525611,10.75639344761988,145.99845454614865,157.42885358351168,163.86848567997902,178.94566775162656,0,0,1,0
54,2,1,0.022162419,1.039342,-1.6525807,6.1204576,1,93.9,50.1,93.4,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.986067962470177,4.609772228646443,6.484597134749387,7.060453243241538,12.97574660665042,135.4961909037634,132.27984785585105,174.45588756660877,145.02284439719736,0,0,0,1
21,1,1,0.05730636,1.847372,1.7194247,37.81693,1,110.3,43.7,115.9,6.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.38171469459646,1.0049875621120892,2.66833281282526,2.6925824035672608,3.275667870831839,164.83157625694233,56.12636632752616,174.18947127893483,37.85725142506508,0,0,1,1
33,1,1,0.023191312,1.507253,0.9792948,39.63357,1,105.6,37.7,83.5,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.582523787054152,1.4212670403551997,1.4560219778560999,1.655294535724683,2.408318915758458,131.63583511649102,83.12936212008611,164.0578645429088,103.83839971173492,0,1,0,0
30,1,1,0.02334218,1.234823,1.3673033,6.432729,1,90.2,48.8,82.8,49.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.072174046886385,4.701063709417267,7.343023900274329,8.955445270895241,10.400961494015828,162.32914808121484,45.809730226445,167.02452028046403,139.6836877516332,0,1,0,1
84,2,1,0.062444646,1.466417,-1.2046506,34.91432,1,110.1,38.5,97.6,71.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.012991560967189,1.0198039027185575,1.077032961426903,2.102379604162865,2.594224354214568,109.92558065818449,103.18576130218798,95.88933719025799,108.93716339255379,0,0,1,0
93,2,1,0.18715149,1.283313,1.1934478,35.28229,1,113.4,40.4,100.4,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61211010192661,0.8944271909999255,1.170469991071961,1.6031219541881407,2.5317977802344314,23.09682191816045,113.4513357808167,90.10810511608001,102.55850617973928,0,0,1,1
36,1,1,0.08324678,1.801091,1.0864382,38.871197,1,110.8,40.3,92.7,5.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.20489000477464,0.8062257748298602,1.6278820596099637,1.9416487838947596,2.0615528128088303,95.25733750946821,49.35723176143337,103.75633687906232,102.16856462849233,0,0,0,1
66,2,1,0.13473874,1.237652,1.0156177,27.888708,1,112.6,36.2,97.9,12.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.318653737234172,1.8681541692269377,1.910497317454271,2.9427877939124376,4.186884283091658,132.70522208223147,33.1901170429716,72.60129594633008,12.974888539442219,0,0,1,0
18,1,1,0.10064862,0.921623,-3.1112988,6.6030297,1,107.5,43.9,114.1,44.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.094273557551787,1.886796226411322,5.728001396647874,6.228964600958977,6.453681120105018,139.33330498532473,178.89227191836176,11.800381625585077,175.20088593191028,0,0,0,1
27,1,1,0.029216664,1.96418,0.8741019,32.726288,1,112.2,50.1,91.2,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.761269529321916,0.8062257748298531,5.05371150739731,5.2172789842982334,6.711929677819937,172.06678958391535,115.24982804898099,154.49336649556113,138.9053200952023,0,1,0,1
37,1,1,0.07344142,1.767173,-0.7680388,40.73549,1,106.1,44.9,76.8,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.738385257551116,1.118033988749895,1.389244398944971,2.433105012119285,2.745906043549185,135.9835219191391,79.16203357853216,99.95614853403568,8.9269937297294,0,0,1,0
78,2,1,0.039969075,1.554038,0.16579467,25.448969,1,109.6,46.2,84.5,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.107848694132256,0.7071067811865496,1.8027756377319977,4.753945729601889,5.64358042380899,141.06845166970766,168.63858885203933,98.55242231892453,88.9434353208055,0,0,0,1
34,1,1,0.032985102,2.782444,0.6604978,48.246967,1,108.3,47.2,70.2,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.737903770226376,1.0049875621120898,2.158703314492292,3.1827660925679098,3.22024843762092,64.10309089125121,135.0,102.11946773369446,85.44931680644072,0,0,1,0
47,2,1,0.042746406,1.940301,1.1327543,38.428246,1,110.9,49.8,94.6,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.373481222179954,0.8544003745317544,8.121576201698781,9.060905032059429,9.617692030835672,116.56505117707722,57.04734190331316,179.4373212371913,56.09372301155786,0,0,0,1
49,2,1,0.063481025,1.803283,-0.77339876,35.357883,1,112.3,35.3,87.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.021086409075131,1.118033988749895,1.5,1.562049935181333,3.360059523282285,175.16559369373675,121.39945748334125,81.59388639107614,95.12939788364396,0,0,1,0
85,2,1,0.053948097,1.687486,1.0220158,41.023895,1,108.5,43.6,87.1,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.050311199301037,1.9646882704388555,2.6870057685088837,2.6925824035672474,3.6345563690772438,147.8740482823014,27.617611118771993,32.4508770407202,25.289551584186366,0,0,1,0
75,2,1,0.07716651,1.991037,-0.3952433,34.02308,1,113.5,28.5,82.1,41.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.209844813622906,2.325940669922603,4.410215414239991,7.083784299369935,7.666159403508376,125.06076593488265,93.49351490021635,102.09048063430377,91.10333786924329,0,1,0,0
19,1,1,0.040476196,1.755942,-0.79898953,36.41936,1,108.4,44.7,83.0,70.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.51598977308626,1.7804493814764866,2.325940669922603,3.138470965295034,3.944616584663209,150.21366011440819,137.51977858891098,171.4057655699864,142.52197844649922,0,1,0,0
13,1,1,0.14948082,1.7091,0.793272,35.92214,1,111.5,37.2,86.3,11.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.94930164873215,1.7691806012954183,2.901723625709387,4.24264068711928,4.965883607174056,29.05811896193477,20.207425091585655,116.36259343485972,6.7844023973963745,0,0,0,1
74,2,1,0.05979303,1.491923,0.8950271,30.375813,1,110.5,41.1,91.5,17.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.563472172804186,0.8062257748298567,1.8999999999999986,2.1095023109728994,2.7459060435491995,156.85995419981194,96.60483549675398,128.0344011115923,129.71617745712595,0,0,0,1
23,1,1,0.1511755,1.526436,-1.3367065,26.72901,1,114.3,35.7,108.1,61.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.140028011149536,0.6082762530298178,3.748332962798257,4.9254441424099,5.629387178015029,136.49271181370509,117.81936306486202,121.20404757612285,114.72237378825066,0,0,0,1
22,1,1,0.26761976,1.803483,0.7726018,38.681908,1,113.4,36.2,85.7,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.615773105863901,2.4083189157584646,2.500000000000006,3.1384709652950336,3.6138621999185316,34.69515353123387,43.80828345118022,172.54792255659535,105.51073871299673,0,1,0,0
24,1,1,0.029614346,1.558986,-1.7942729,38.35375,1,106.8,39.8,115.3,77.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.201515064567404,1.3601470508735438,1.389244398944978,1.9723082923315982,2.302172886644265,126.89542483484905,119.3883857137839,58.666403630794505,178.37849852774622,0,0,1,0
36,1,1,0.43984666,1.417145,0.7192925,20.338387,1,106.7,48.3,83.4,40.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.677372228788853,3.8999999999999946,4.522167621838005,8.091971329657563,10.492378186092987,99.3467787260457,176.87082688706005,71.95352991905031,110.97799257759218,0,0,1,0
44,1,1,0.0112751005,3.362196,-1.0663707,58.14138,1,98.3,20.2,70.2,71.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.37567020512043,6.441273166075166,9.291393867445295,18.288794383446934,18.867962264113206,160.1371908444692,76.41077806074749,145.65504728572517,153.50336938948166,0,0,1,0
72,2,1,0.025735471,1.762833,-0.7451397,40.40854,1,105.3,42.3,75.6,69.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.87884404112094,0.8485281374238489,0.943398113205658,2.7202941017470903,3.1144823004794815,53.89254870824811,130.89793191633171,134.91992209335191,146.49511091074797,0,0,1,0
85,2,1,0.08864303,2.199629,-0.16740008,43.812443,1,110.2,51.5,67.0,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.109268678529745,2.601922366251539,5.903388857258182,9.48946784598589,9.827003612495526,141.76582791600353,51.50471614515227,57.43716788596346,80.82696144861528,0,0,0,1
54,2,1,0.34853762,1.949478,-0.8471751,41.23227,1,114.2,42.6,86.9,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.356099432828279,0.8062257748298567,2.1189620100417077,3.7121422386541125,4.346262762420147,174.40066066347973,4.855495741233083,3.109786414521358,47.17103396894974,0,0,1,0
43,1,1,0.17221938,2.514333,0.7805673,43.911842,1,111.5,46.1,80.3,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.462313319720453,4.545327270945408,4.729693436154187,7.32461603089199,7.443117626371365,86.02082657971691,139.11361658854824,49.8909654356136,175.03472101395272,1,0,0,0
58,2,1,0.23973794,1.516125,0.7203737,30.469986,1,113.0,41.2,90.1,21.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.102112361825882,1.1180339887498885,2.3021728866442746,3.0413812651491114,3.4438350715445076,0.5772679173638842,44.1079232752465,17.67999688641672,54.45142947440905,0,1,0,0
87,2,1,0.054982923,1.732564,-0.46486267,36.805706,1,111.2,35.1,78.3,51.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.072239075796402,0.565685424949231,1.4035668847618181,1.476482306023339,4.219004621945793,164.10985555689052,123.19547233686576,90.80909979088456,124.55018758789649,0,0,1,0
19,1,1,0.04897753,1.664579,-0.15673491,39.07902,1,106.0,37.2,67.4,43.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.277254638059796,1.6643316977093279,1.9104973174542872,2.4041630560342595,3.310589071449372,158.57470620191276,31.56897112931833,151.7625544618327,13.706961004079917,0,0,1,0
88,2,1,0.05690401,1.525593,-0.5513458,42.37983,1,110.9,37.3,74.8,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.492101980067424,1.208304597359452,1.6401219466856758,2.5079872407968944,2.7018512172212477,172.081841609509,68.95720436109826,83.0272307139736,112.4651976525797,0,0,1,0
16,1,1,0.062225744,1.90368,-1.5596547,35.90223,1,112.2,35.2,111.8,71.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.158602513484244,0.6403124237432796,1.7029386365926356,3.1144823004794815,3.420526275297409,160.26731050033837,124.97396290967852,164.00494004374906,136.86262094930652,0,0,1,0
29,1,1,0.03512447,1.840029,-1.0334302,44.93284,1,110.9,31.6,87.9,70.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.384264209067888,0.6000000000000014,0.7810249675906721,1.0049875621120898,2.927456233660887,132.70938995736148,2.9038188650967847,41.5800169051384,140.56270325933954,0,1,0,0
92,2,1,0.11287541,1.53823,-1.066127,35.986248,1,111.8,41.9,94.4,73.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.41724420460759,0.5830951894845285,2.0099751242241783,2.8160255680657413,3.3241540277189325,134.0093935950219,97.33504392544886,109.16114062923396,61.245725108035835,0,1,0,0
49,2,1,0.062497176,1.421929,1.4122545,34.836906,1,110.8,38.0,105.3,3.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.414881836751858,0.5830951894845285,1.1180339887499038,1.3416407864998803,1.5524174696260038,46.77146974003431,157.4303798033415,128.82982490497065,92.66664345024536,0,0,0,1
